INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM,Rate
Comprehensive,Car,Private,Audi,Q7,2017,44500000,590648.86,1.327300809
Comprehensive,Car,Private,Mini,Cooper,2019,16900000,226117.27,1.337972012
Comprehensive,Car,Private,Mitsubishi,Pajero,2001,3800000,53096.49,1.397276053
Comprehensive,Car,Private,Suzuki,Swift,2017,9250000,125078.26,1.352197405
Comprehensive,Car,Private,Honda,Civic,2018,14700000,197060.03,1.340544422
Comprehensive,Car,Private,Toyota,Aqua,2013,7390000,100512.83,1.360119486
Comprehensive,Car,Private,Toyota,CHR,2017,15475000,207296.29,1.339555994
Comprehensive,Car,Private,Toyota,Corolla,2008,6975000,95031.29,1.362455771
Comprehensive,Car,Private,Toyota,Vitz,2018,9395000,126993.75,1.351716338
Comprehensive,Car,Private,BMW,520d,2013,25500000,339702.92,1.332168314
Comprehensive,Car,Private,Mercedes Benz,E200,2016,42500000,564232.92,1.327606871
Comprehensive,Car,Private,Nissan,Sunny,2005,4200000,58380.08,1.390001905
Comprehensive,Car,Private,Toyota,Aqua,2013,7790000,105795.41,1.358092555
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2017,6925000,94370.47,1.362750469
Comprehensive,Car,Private,Datsun,Redi Go,2016,2650000,37908.55,1.430511321
Comprehensive,Car,Private,Toyota,Corolla,1997,3675000,51445.94,1.399889524
Comprehensive,Car,Private,Hyundai,Venue,2019,10900000,146871.44,1.347444404
Comprehensive,Car,Private,Kia,Sportage,2011,10725000,144560.06,1.347879347
Comprehensive,Car,Private,Honda,Grace,2015,11375000,153144.76,1.34632756
Comprehensive,Car,Private,Honda,Fit,2014,8500000,115172.91,1.354975412
Comprehensive,Car,Private,Jaguar,XF,2014,18500000,247249.62,1.336484432
Comprehensive,Car,Private,Nissan,X-Trail,2016,13500000,181211.26,1.34230563
Comprehensive,Car,Private,Mitsubishi,Outlander,2013,14000000,187815.5,1.341539286
Comprehensive,Car,Private,Toyota,Corona,1991,1875000,27672.29,1.475855467
Comprehensive,Car,Private,Honda,Vezel,2014,10850000,146210.62,1.347563318
Comprehensive,Car,Private,Toyota,Passo,2020,8100000,109890.32,1.356670617
Comprehensive,Car,Private,Nissan,Wingroad,2005,4275000,59370.82,1.388791111
Comprehensive,Car,Private,Nissan,March,1987,895000,14728.75,1.645670391
Comprehensive,Car,Private,Toyota,Carina,1986,1075000,17106.11,1.591266047
Comprehensive,Car,Private,Toyota,Prius,2015,11690000,157305.65,1.345642857
Comprehensive,Car,Private,Toyota,Rush,2018,17375000,232390.59,1.337499799
Comprehensive,Car,Private,Toyota,Axio,2017,14375000,192768.18,1.340996035
Comprehensive,Car,Private,Toyota,Vitz,2019,9990000,134852.65,1.349876376
Comprehensive,Car,Private,Volkswagen,Polo,2018,13800000,185173.2,1.341834783
Comprehensive,Car,Private,Toyota,Allion,2018,17100000,228758.56,1.337769357
Comprehensive,Car,Private,Toyota,Land Cruiser Prado,2007,21900000,292155.62,1.334043927
Comprehensive,Car,Private,Toyota,Vitz,2016,7950000,107908.85,1.357344025
Comprehensive,Car,Private,Mazda,6,2015,14700000,197060.03,1.340544422
Comprehensive,Car,Private,Toyota,Aqua,2015,8450000,114512.09,1.355172663
Comprehensive,Car,Private,BMW,X5,2016,34500000,458572.15,1.329194638
Comprehensive,Car,Private,Toyota,Corolla,2003,5995000,82087.75,1.369270225
Comprehensive,Car,Private,Nissan,Sunny,2010,6075000,83144.47,1.368633251
Comprehensive,Car,Private,Mercedes Benz,E250,2013,25400000,338382.27,1.332213661
Comprehensive,Car,Private,BMW,318i,2017,19975000,266730.41,1.335321202
Comprehensive,Car,Private,Honda,CRV,2018,27800000,370080.8,1.331225899
Comprehensive,Car,Private,Toyota,Aqua,2013,7950000,107908.85,1.357344025
Comprehensive,Car,Private,Mitsubishi,Pajero,1996,5275000,72578.29,1.375891754
Comprehensive,Car,Private,MG,6,2013,8950000,121116.32,1.353254972
Comprehensive,Car,Private,Honda,Fit Shuttle,2012,8295000,112465.63,1.355824352
Comprehensive,Car,Private,Toyota,Prius,2008,6550000,89417.79,1.365157099
Comprehensive,Car,Private,Toyota,Corolla,1977,750000,12813.26,1.708434667
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2018,7375000,100313.88,1.360188203
Comprehensive,Car,Private,Toyota,Prius,2014,10750000,144889.97,1.347813674
Comprehensive,Car,Private,Toyota,Allion,2010,10300000,138946.56,1.348995728
Comprehensive,Car,Private,Toyota,Allion,2013,12975000,174277.12,1.343176262
Comprehensive,Car,Private,Daihatsu,Mira,2016,5390000,74096.88,1.374710204
Comprehensive,Car,Private,Toyota,Axio,2016,13190000,177116.36,1.342807885
Comprehensive,Car,Private,Honda,Vezel,2016,13790000,185041.24,1.341850906
Comprehensive,Car,Private,Nissan,Pulsar,1997,2650000,37908.55,1.430511321
Comprehensive,Car,Private,Honda,Vezel,2017,14300000,191777.44,1.341100979
Comprehensive,Car,Private,Toyota,Vitz,2016,7700000,104606.73,1.358528961
Comprehensive,Car,Private,Toyota,CHR,2018,15950000,213569.62,1.338994483
Comprehensive,Car,Private,Toyota,IST,2008,7250000,98663.32,1.360873379
Comprehensive,Car,Private,Toyota,Hilux,2007,11200000,150833.38,1.346726607
Comprehensive,Car,Private,Honda,CRV,2018,24000000,319891.21,1.332880042
Comprehensive,Car,Private,Mitsubishi,Lancer,2000,3565000,50040.96,1.403673492
Comprehensive,Car,Private,Suzuki,Swift,2010,4450000,61266.96,1.376785618
Comprehensive,Car,Private,Datsun,Redi Go,2017,2890000,40663.47,1.407040484
Comprehensive,Car,Private,Toyota,Hilux,2006,11975000,160655.41,1.341590063
Comprehensive,Car,Private,Toyota,CHR,2019,17690000,236136.24,1.334857207
Comprehensive,Car,Private,Mitsubishi,Montero,2005,13850000,185419.79,1.338771047
Comprehensive,Car,Private,Honda,Fit,2016,9500000,127966.14,1.347012
Comprehensive,Car,Private,Suzuki,Wagon R,2018,6725000,91314.93,1.357842825
Comprehensive,Car,Private,Porsche,Cayenne,2011,20300000,270609.03,1.333049409
Comprehensive,Car,Private,Honda,Civic,2019,18000000,240231.14,1.334617444
Comprehensive,Car,Private,Toyota,Passo,2016,7200000,97588.26,1.3553925
Comprehensive,Car,Private,Honda,Vezel,2015,11850000,159003.85,1.341804641
Comprehensive,Car,Private,Toyota,Premio,2017,17900000,238910.5,1.334695531
Comprehensive,Car,Private,Suzuki,Wagon R,2016,5650000,77116.73,1.364897876
Comprehensive,Car,Private,Micro,Trend,2012,1550000,22965.2,1.481625806
Comprehensive,Car,Private,Suzuki,Esteem,2000,1720000,25210.6,1.465732558
Comprehensive,Car,Private,Micro,MX 7,2014,3350000,46738.84,1.395189254
Comprehensive,Car,Private,Toyota,Avanza,2011,7250000,98249.08,1.355159724
Comprehensive,Car,Private,Toyota,Sprinter,1996,3190000,44625.41,1.398915674
Comprehensive,Car,Private,Nissan,Leaf,2023,20800000,277212.26,1.33275125
Comprehensive,Car,Private,Toyota,Mark,2007,10300000,138532.32,1.344973981
Comprehensive,Car,Private,Tata,Indica,2015,2750000,38813.96,1.411416727
Comprehensive,Car,Private,Renault,KWID,2017,3375000,47068.76,1.394629926
Comprehensive,Car,Private,Toyota,Tank,2019,9500000,127966.14,1.347012
Comprehensive,Car,Private,Toyota,Passo,2009,4950000,67871.2,1.371135354
Comprehensive,Car,Private,Daihatsu,Terios,2003,4650000,63909.26,1.374392688
Comprehensive,Car,Private,Toyota,Passo,2015,6950000,94286.14,1.356635108
Comprehensive,Car,Private,Toyota,Corolla,1991,1430000,21380.62,1.495148252
Comprehensive,Car,Private,Honda,N-Box,2016,6875000,93295.4,1.357024
Comprehensive,Car,Private,Audi,A4,2017,24000000,319476.97,1.331154042
Comprehensive,Car,Private,Micro,Panda Cross,2015,4250000,58625.67,1.379427529
Comprehensive,Car,Private,Suzuki,Swift,2017,9575000,128956.88,1.346808146
Comprehensive,Car,Private,Honda,Fit,2012,6550000,89003.55,1.358832824
Comprehensive,Car,Private,Honda,Fit,2012,6690000,90852.06,1.358027803
Comprehensive,Car,Private,Land Rover,Range Rover,2019,123000000,1627034.6,1.322792358
Comprehensive,Car,Private,Suzuki,Alto,2017,3680000,51097.68,1.388523913
Comprehensive,Car,Private,Nissan,March,1996,2075000,29899.34,1.440932048
Comprehensive,Car,Private,Suzuki,Wagon R,2014,5790000,78965.23,1.363820898
Comprehensive,Car,Private,Toyota,Aqua,2014,7375000,99899.64,1.35457139
Comprehensive,Car,Private,Nissan,Sunny,2001,3700000,51361.61,1.388151622
Comprehensive,Car,Private,Mahindra,KUV100,2021,4975000,68201.11,1.370876583
Comprehensive,Car,Private,Nissan,X-Trail,2013,11800000,158344.02,1.341898475
Comprehensive,Car,Private,Mitsubishi,Outlander,2013,14750000,197306.61,1.337671932
Comprehensive,Car,Private,Honda,Fit,2013,8475000,114427.76,1.350180059
Comprehensive,Car,Private,Toyota,Vitz,2016,7790000,105381.18,1.352775096
Comprehensive,Car,Private,Toyota,Corona,1990,1600000,23626.02,1.47662625
Comprehensive,Car,Private,Toyota,Soluna,2000,3175000,44427.46,1.399290079
Comprehensive,Car,Private,Mitsubishi,eK Wagon,2016,5550000,75796.08,1.365695135
Comprehensive,Car,Private,Suzuki,Celerio,2015,4700000,64569.08,1.373810213
Comprehensive,Car,Private,Suzuki,Alto,2015,3280000,45814.09,1.396771037
Comprehensive,Car,Private,Tata,Indica,2015,2650000,37493.31,1.414841887
Comprehensive,Car,Private,Toyota,Starlet,1996,2800000,39474.78,1.409813571
Comprehensive,Car,Private,Suzuki,Maruti,2011,4050000,55984.37,1.382330123
Comprehensive,Car,Private,Nissan,Leaf,2014,4300000,59286.49,1.378755581
Comprehensive,Car,Private,Perodua,Axia,2016,5795000,79031.22,1.363782916
Comprehensive,Car,Private,Toyota,Corolla,2001,5990000,81607.53,1.36239616
Comprehensive,Car,Private,Honda,Civic,1994,3000000,42116.08,1.403869333
Comprehensive,Car,Private,Mitsubishi,Lancer,1979,750000,12399.02,1.653202667
Comprehensive,Car,Private,Micro,Panda,2018,3750000,52022.43,1.3872648
Comprehensive,Car,Private,Honda,Grace,2017,12500000,167588.55,1.3407084
Comprehensive,Car,Private,Toyota,Soluna,2000,2845000,40068.63,1.408387698
Comprehensive,Car,Private,Nissan,March,2008,4500000,61927.79,1.376173111
Comprehensive,Car,Private,Jeep,Compass,2019,23000000,306269.5,1.331606522
Comprehensive,Car,Private,Toyota,Land Cruiser Sahara,2010,80000000,1059105.35,1.323881688
Comprehensive,Car,Private,Suzuki,Swift,2009,5575000,76125.99,1.36548861
Comprehensive,Car,Private,Honda,Vezel,2015,10875000,146126.29,1.343690023
Comprehensive,Car,Private,Micro,Rexton,2015,13800000,184758.97,1.338833116
Comprehensive,Car,Private,Honda,Fit,2013,7000000,94946.96,1.356385143
Comprehensive,Car,Private,Suzuki,Alto,2014,3150000,44097.55,1.399922222
Comprehensive,Car,Private,Tesla,Model Y,2024,39850000,528818.04,1.32702143
Comprehensive,Car,Private,MG,MG4 X,2024,19650000,262023.32,1.33345201
Comprehensive,Car,Private,Suzuki,Spacia,2017,5950000,81078.67,1.362666723
Comprehensive,Car,Private,Mahindra,KUV100,2024,8995000,121295.92,1.348481601
Comprehensive,Car,Private,Mercedes Benz,C350,2016,24500000,326081.21,1.330943714
Comprehensive,Car,Private,Suzuki,Maruti,2006,1680000,24681.74,1.46915119
Comprehensive,Car,Private,Suzuki,Alto,2011,2425000,34936.35,1.440674227
Comprehensive,Car,Private,Honda,Insight,2011,7400000,100644.79,1.36006473
Comprehensive,Car,Private,Audi,e-tron,2024,59500000,788762.93,1.325651983
Comprehensive,Car,Private,Tesla,Model 3,2024,39500000,524610.51,1.328127873
Comprehensive,Car,Private,Toyota,Corolla,2008,6650000,90738.44,1.36448782
Comprehensive,Car,Private,Mercedes Benz,EQS,2024,127500000,1686883.96,1.323046243
Comprehensive,Car,Private,Mercedes Benz,CLA45,2017,39000000,518006.27,1.328221205
Comprehensive,Car,Private,Volkswagen,ID,2022,25500000,339702.92,1.332168314
Comprehensive,Car,Private,Toyota,Axio,2015,9950000,134323.79,1.349987839
Comprehensive,Car,Private,Toyota,Corolla,2010,8500000,115172.91,1.354975412
Comprehensive,Car,Private,Ssang Yong,Korando,2014,6750000,92059.08,1.363838222
Comprehensive,Car,Private,Toyota,CHR,2018,14800000,198380.68,1.34041
Comprehensive,Car,Private,Toyota,Allion,2004,6700000,91399.26,1.36416806
Comprehensive,Car,Private,Toyota,Vitz,2018,9550000,129041.2,1.351216754
Comprehensive,Car,Private,Honda,CRZ,2012,6350000,86776.5,1.366559055
Comprehensive,Car,Private,Honda,Vezel,2017,14500000,194418.73,1.340818828
Comprehensive,Car,Private,Honda,Fit,2012,8000000,108568.67,1.357108375
Comprehensive,Car,Private,Toyota,Yaris,2008,6490000,88626,1.365577812
Comprehensive,Car,Private,Mercedes Benz,W220,2001,7950000,107908.85,1.357344025
Comprehensive,Car,Private,Nissan,March,1996,2100000,30643.49,1.45921381
Comprehensive,Car,Private,DFSK,Glory,2018,4300000,59700.73,1.38838907
Comprehensive,Car,Private,Nissan,Sunny,1999,3375000,47483.99,1.406933037
Comprehensive,Car,Private,Suzuki,Liana,2004,3200000,45172.61,1.411644063
Comprehensive,Car,Private,Maruti Suzuki,Alto,2006,2375000,34276.52,1.443221895
Comprehensive,Car,Private,Suzuki,Wagon R,2017,6000000,82153.73,1.369228833
Comprehensive,Car,Private,Toyota,Carina,1991,1500000,22719.61,1.514640667
Comprehensive,Car,Private,Toyota,Aqua,2013,6875000,93710.64,1.363063855
Comprehensive,Car,Private,Mitsubishi,Lancer,1981,900000,14794.73,1.643858889
Comprehensive,Car,Private,Kia,Sportage,2015,13300000,178569.97,1.342631353
Comprehensive,Car,Private,Micro,Panda Cross,2012,2590000,37115.77,1.433041313
Comprehensive,Car,Private,Audi,Q4,2024,46000000,610459.57,1.327086022
Comprehensive,Car,Private,Mitsubishi,Montero,2003,14200000,190456.79,1.341245
Comprehensive,Car,Private,Honda,CRV,2007,7950000,107908.85,1.357344025
Comprehensive,Car,Private,Toyota,Prius,2011,2650000,37908.55,1.430511321
Comprehensive,Car,Private,Kia,Sorento,2015,26300000,350269.09,1.331821635
Comprehensive,Car,Private,Mahindra,KUV100,2024,6495000,88691.98,1.365542417
Comprehensive,Car,Private,Mahindra,KUV100,2024,6495000,88691.98,1.365542417
Comprehensive,Car,Private,Mahindra,KUV100,2024,6495000,88691.98,1.365542417
Comprehensive,Car,Private,Nissan,X-Trail,2015,12500000,168003.79,1.34403032
Comprehensive,Car,Private,Suzuki,Wagon R,2017,6095000,83408.4,1.368472518
Comprehensive,Car,Private,Mazda,Familia,1993,1800000,26681.55,1.482308333
Comprehensive,Car,Private,Toyota,Axio,2015,11700000,157437.62,1.345620684
Comprehensive,Car,Private,Ford,Ranger,2018,28850000,383949.09,1.330846066
Comprehensive,Car,Private,Toyota,Vitz,2007,6000000,82153.73,1.369228833
Comprehensive,Car,Private,Toyota,Passo,2016,7790000,105795.41,1.358092555
Comprehensive,Car,Private,Mercedes Benz,CLA 200,2019,30800000,409703.21,1.330205227
Comprehensive,Car,Private,Nissan,X-Trail,2015,13300000,178569.97,1.342631353
Comprehensive,Car,Private,Honda,Grace,2015,11000000,148192.09,1.347200818
Comprehensive,Car,Private,Honda,Civic,2018,15900000,212909.79,1.339055283
Comprehensive,Car,Private,Honda,Vezel,2014,10550000,142248.67,1.348328626
Comprehensive,Car,Private,Suzuki,Swift,2017,9300000,125739.09,1.352033226
Comprehensive,Car,Private,MG,MG4,2024,19950000,266400.5,1.335340852
Comprehensive,Car,Private,Suzuki,Hustler,2016,6100000,83474.38,1.368432459
Comprehensive,Car,Private,Honda,Insight,2018,19000000,253852.85,1.336067632
Comprehensive,Car,Private,BMW,X5,2016,36290000,482213.84,1.328778837
Comprehensive,Car,Private,BMW,E46,2000,5950000,81493.91,1.369645546
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2017,7130000,97078.74,1.361553156
Comprehensive,Car,Private,Toyota,Premio,2014,14300000,191777.44,1.341100979
Comprehensive,Car,Private,Toyota,Premio,2013,13000000,174607.03,1.343131
Comprehensive,Car,Private,Honda,Vezel,2015,10850000,146210.62,1.347563318
Comprehensive,Car,Private,Suzuki,Alto,2010,4275000,59370.82,1.388791111
Comprehensive,Car,Private,Suzuki,Swift,2011,5485000,75351.55,1.37377484
Comprehensive,Car,Private,Suzuki,Spacia,2015,5990000,82021.77,1.369311686
Comprehensive,Car,Private,Toyota,Prius,2010,8350000,113191.44,1.355586108
Comprehensive,Car,Private,Bajaj,Qute,2018,1150000,18096.85,1.57363913
Comprehensive,Car,Private,Mitsubishi,Attrage,2015,7800000,105927.38,1.358043333
Comprehensive,Car,Private,Toyota,Vitz,2019,9975000,134654.7,1.349921805
Comprehensive,Car,Private,Micro,Panda,2013,2290000,33153.82,1.447765066
Comprehensive,Car,Private,Suzuki,Swift,2017,9500000,128380.38,1.351372421
Comprehensive,Car,Private,Maruti Suzuki,WagonR,2008,2950000,41870.49,1.419338644
Comprehensive,Car,Private,Toyota,Vanguard,2013,13600000,182531.91,1.342146397
Comprehensive,Car,Private,Honda,Grace,2016,10500000,141587.85,1.348455714
Comprehensive,Car,Private,Mitsubishi,Lancer,1976,775000,13144.17,1.696021935
Comprehensive,Car,Private,Honda,Grace,2014,10000000,134984.62,1.3498462
Comprehensive,Car,Private,Toyota,Crown,2014,37500000,498194.57,1.328518853
Comprehensive,Car,Private,Toyota,Land Cruiser Prado,1998,9500000,128380.38,1.351372421
Comprehensive,Car,Private,Toyota,Allion,2013,12500000,168003.79,1.34403032
Comprehensive,Car,Private,Honda,Vezel,2018,16850000,225456.44,1.338020415
Comprehensive,Car,Private,Mitsubishi,Outlander,2014,15000000,201022.97,1.340153133
Comprehensive,Car,Private,Mini,Cooper,1969,1745000,25954.75,1.487378223
Comprehensive,Car,Private,Bajaj,Qute,2018,1225000,19087.58,1.558169796
Comprehensive,Car,Private,Nissan,X-Trail,2001,4950000,68285.44,1.379503838
Comprehensive,Car,Private,Toyota,Hilux,2007,13000000,174607.03,1.343131
Comprehensive,Car,Private,Nissan,Sunny,1984,825000,13803.99,1.673210909
Comprehensive,Car,Private,Nissan,Patrol,2013,43000000,570837.16,1.327528279
Comprehensive,Car,Private,Nissan,AD Wagon,1989,2100000,30643.49,1.45921381
Comprehensive,Car,Private,Toyota,IST,2003,5100000,70266.91,1.377782549
Comprehensive,Car,Private,Suzuki,Celerio,2019,6650000,90738.44,1.36448782
Comprehensive,Car,Private,Hyundai,Creta,2017,15500000,207626.21,1.339523935
Comprehensive,Car,Private,Nissan,Sunny,1986,1445000,21992.81,1.521993772
Comprehensive,Car,Private,Suzuki,Estilo,2010,3390000,47681.94,1.406546903
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2018,7350000,99983.97,1.360326122
Comprehensive,Car,Private,Toyota,Toyota,2000,5200000,71587.55,1.376683654
Comprehensive,Car,Private,Honda,CRV,2002,5800000,79512.44,1.370904138
Comprehensive,Car,Private,Mercedes Benz,S500,2016,67500000,894424.7,1.32507363
Comprehensive,Car,Private,Toyota,Vitz,2008,5775000,79182.53,1.371126061
Comprehensive,Car,Private,Daihatsu,Mira,2016,5900000,80833.08,1.370052203
Comprehensive,Car,Private,Tata,Nano,2012,920000,15058.66,1.63681087
Comprehensive,Car,Private,Perodua,Viva Elite,2012,4675000,64653.41,1.382960642
Comprehensive,Car,Private,Nissan,Wingroad,1997,2300000,33285.79,1.447208261
Comprehensive,Car,Private,Toyota,Corolla,1995,1850000,27342.38,1.477966486
Comprehensive,Car,Private,Toyota,Premio,2014,12750000,171305.91,1.343575765
Comprehensive,Car,Private,Nissan,March,1999,2990000,42398.35,1.418005017
Comprehensive,Car,Private,Chevrolet,Cruze,2004,3750000,52436.67,1.3983112
Comprehensive,Car,Private,Suzuki,Alto,2008,2700000,38568.38,1.428458519
Comprehensive,Car,Private,Honda,Fit,2015,8850000,119795.67,1.35362339
Comprehensive,Car,Private,Toyota,Corolla,1990,1725000,25690.82,1.489322899
Comprehensive,Car,Private,Nissan,Wingroad,1997,2290000,33153.82,1.447765066
Comprehensive,Car,Private,Honda,Fit,2013,7275000,98993.23,1.360731684
Comprehensive,Car,Private,Mitsubishi,Eclipse,2018,16500000,220833.68,1.338385939
Comprehensive,Car,Private,Hyundai,Getz,2002,2975000,42200.41,1.418501176
Comprehensive,Car,Private,Audi,Q4,2024,49900000,661969.81,1.326592806
Comprehensive,Car,Private,Toyota,Axio,2016,12050000,162060.38,1.344899419
Comprehensive,Car,Private,Suzuki,Maruti,2011,2075000,30313.58,1.460895422
Comprehensive,Car,Private,Toyota,Vitz,2007,5150000,70927.73,1.377237476
Comprehensive,Car,Private,Suzuki,Alto,2015,3350000,47153.08,1.407554627
Comprehensive,Car,Private,Nissan,X-Trail,2003,8000000,108568.67,1.357108375
Comprehensive,Car,Private,Toyota,Land Cruiser Prado,2010,33000000,438760.45,1.329577121
Comprehensive,Car,Private,Toyota,Axio,2016,12000000,161399.56,1.344996333
Comprehensive,Car,Private,Ssang Yong,Korando,2015,9500000,128380.38,1.351372421
Comprehensive,Car,Private,Toyota,Vios,2003,4850000,66964.79,1.38071732
Comprehensive,Car,Private,DFSK,Glory,2023,14700000,197060.03,1.340544422
Comprehensive,Car,Private,Suzuki,Swift,2005,4400000,61021.38,1.386849545
Comprehensive,Car,Private,BMW,523i,2006,12800000,171965.73,1.343482266
Comprehensive,Car,Private,Peugeot,3008,2011,11500000,154796.32,1.346054957
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2015,5680000,77926.86,1.371951761
Comprehensive,Car,Private,Tata,Nano,2016,1850000,27342.38,1.477966486
Comprehensive,Car,Private,Toyota,Vitz,2010,5825000,79842.35,1.37068412
Comprehensive,Car,Private,Mahindra,KUV100,2021,5350000,73569.02,1.375121869
Comprehensive,Car,Private,Audi,A3,2017,14000000,187815.5,1.341539286
Comprehensive,Car,Private,Mitsubishi,Montero,2001,15000000,201022.97,1.340153133
Comprehensive,Car,Private,Mazda,Familia,2001,3750000,52436.67,1.3983112
Comprehensive,Car,Private,Toyota,Aqua,2013,7250000,98663.32,1.360873379
Comprehensive,Car,Private,Toyota,Axio,2015,9900000,133663.97,1.350141111
Comprehensive,Car,Private,Toyota,Premio,2013,12600000,169324.44,1.343844762
Comprehensive,Car,Private,Nissan,Dayz,2020,7490000,101833.47,1.35959239
Comprehensive,Car,Private,Mercedes Benz,E250,2010,18750000,250551.74,1.336275947
Comprehensive,Car,Private,Toyota,Corolla,2002,5500000,75549.5,1.373627273
Comprehensive,Car,Private,Mercedes Benz,S400,2014,55000000,729328.81,1.326052382
Comprehensive,Car,Private,Hyundai,Sonata,2001,2400000,34606.44,1.441935
Comprehensive,Car,Private,Land Rover,Range Rover,2017,55000000,729328.81,1.326052382
Comprehensive,Car,Private,Kia,Sportage,2013,12200000,164040.85,1.344597131
Comprehensive,Car,Private,Chery,Tiggo,2014,6750000,92059.08,1.363838222
Comprehensive,Car,Private,Micro,Trend,2009,1790008,26549.69,1.483216276
Comprehensive,Car,Private,Toyota,Premio,2016,15500000,207626.21,1.339523935
Comprehensive,Car,Private,Land Rover,Defender,1979,17500000,234042.15,1.337383714
Comprehensive,Car,Private,Micro,BAIC,2018,5850000,80172.26,1.370465983
Comprehensive,Car,Private,Kia,Sportage,2010,10300000,138946.56,1.348995728
Comprehensive,Car,Private,Suzuki,Maruti,2004,1775000,26351.64,1.484599437
Comprehensive,Car,Private,Honda,Fit,2013,7800000,105927.38,1.358043333
Comprehensive,Car,Private,Suzuki,Hustler,2016,5950000,81493.91,1.369645546
Comprehensive,Car,Private,Suzuki,Maruti,2008,2450000,35266.26,1.439439184
Comprehensive,Car,Private,Audi,A8,2015,35000000,465175.39,1.329072543
Comprehensive,Car,Private,Toyota,Prius,2011,9000000,121777.14,1.353079333
Comprehensive,Car,Private,Toyota,Corolla,1999,2975000,42200.41,1.418501176
Comprehensive,Car,Private,Toyota,Corolla,1997,3000000,42531.32,1.417710667
Comprehensive,Car,Private,Suzuki,Wagon R,2014,5650000,77530.97,1.372229558
Comprehensive,Car,Private,Toyota,Vitz,2018,9850000,133003.14,1.350285685
Comprehensive,Car,Private,Toyota,Carina,2000,5750000,78851.61,1.371332348
Comprehensive,Car,Private,Audi,A6,2015,18750000,250551.74,1.336275947
Comprehensive,Car,Private,Toyota,Vitz,2018,9225000,124748.35,1.352285637
Comprehensive,Car,Private,BMW,520d,2014,30000000,399137.04,1.3304568
Comprehensive,Car,Private,Mitsubishi,Montero,2001,11500000,154796.32,1.346054957
Comprehensive,Car,Private,Daihatsu,Terios,2008,6775000,92390,1.363690037
Comprehensive,Car,Private,BMW,X5,2015,29000000,385929.56,1.330791586
Comprehensive,Car,Private,Honda,Vezel,2018,18000000,240645.38,1.336918778
Comprehensive,Car,Private,Suzuki,Swift,2011,4495000,62276.04,1.38545139
Comprehensive,Car,Private,Kia,Stonic,2019,12950000,173947.2,1.343221622
Comprehensive,Car,Private,Toyota,Corolla,1991,1600000,24040.26,1.50251625
Comprehensive,Car,Private,Toyota,Vitz,2008,5700000,78191.79,1.371785789
Comprehensive,Car,Private,Toyota,Corolla,1996,2350000,33945.61,1.444494043
Comprehensive,Car,Private,Suzuki,Maruti,2011,1880000,27738.27,1.475439894
Comprehensive,Car,Private,Toyota,Corolla,1983,690000,12021.47,1.742242029
Comprehensive,Car,Private,Toyota,Aqua,2016,6895000,93974.57,1.362937926
Comprehensive,Car,Private,Suzuki,Wagon R,2017,5850000,80172.26,1.370465983
Comprehensive,Car,Private,Mazda,6,2015,14690000,196928.06,1.340558611
Comprehensive,Car,Private,Micro,Panda Cross,2013,2860000,40681.81,1.422440909
Comprehensive,Car,Private,Suzuki,Alto,2015,4200000,58380.08,1.390001905
Comprehensive,Car,Private,Toyota,Starlet,1995,3150000,44511.79,1.413072698
Comprehensive,Car,Private,Perodua,Viva Elite,2009,4200000,58380.08,1.390001905
Comprehensive,Car,Private,DFSK,Glory,2023,11800000,158758.26,1.345408983
Comprehensive,Car,Private,Toyota,Corolla,1986,1175000,18426.76,1.568234894
Comprehensive,Car,Private,Toyota,Hilux,2008,14000000,187815.5,1.341539286
Comprehensive,Car,Private,Toyota,Carina,2000,5690000,78059.83,1.371877504
Comprehensive,Car,Private,Peugeot,3008,2020,24500000,326495.44,1.332634449
Comprehensive,Car,Private,Suzuki,Swift,2017,9150000,123757.61,1.352542186
Comprehensive,Car,Private,Toyota,CHR,2019,18100000,241966.03,1.336828895
Comprehensive,Car,Private,Toyota,Land Cruiser Prado,2002,14999000,201009.77,1.340154477
Comprehensive,Car,Private,Toyota,Corolla,2010,7450000,101304.61,1.359793423
Comprehensive,Car,Private,Mitsubishi,Montero,2011,16500000,220833.68,1.338385939
Comprehensive,Car,Private,Suzuki,Wagon R,2018,6625000,90408.53,1.364657057
Comprehensive,Car,Private,Toyota,Premio,2013,14600000,195739.38,1.340680685
Comprehensive,Car,Private,Honda,Fit,2014,8440000,114380.12,1.355214692
Comprehensive,Car,Private,Hyundai,Santa,2001,4250000,59039.91,1.389174353
Comprehensive,Car,Private,Honda,Accord,2003,4500000,62342.02,1.385378222
Comprehensive,Car,Private,Suzuki,Alto,2006,2465000,35465.21,1.438750913
Comprehensive,Car,Private,Nissan,Sunny,1996,2500000,35927.08,1.4370832
Comprehensive,Car,Private,Suzuki,Wagon R,2004,2450000,35266.26,1.439439184
Comprehensive,Car,Private,Bajaj,Qute,2019,1100000,17436.02,1.585092727
